Item_Number,District,Location,Disposition,Signal_Type,Signal_Description,Occurred_Date_Time,Charge_Code,Charge_Description,Offender_Race,Offender_Gender,Offender_Age,Offender_Number,Person_Type,Victim_Race,Victim_Gender,Victim_Age,Victim_Number,Victim_Fatal_Status,Hate_Crime,Report_Type
A-00418-19,8,500 CANAL ST #2419,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 5:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,HISPANIC,FEMALE,39,1,Non-fatal,,Incident Report
A-00418-19,8,500 CANAL ST #2419,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 5:00,NULL,NULL,NULL,NULL,NULL,NULL,WITNESS,HISPANIC,MALE,15,3,Non-fatal,,Incident Report
A-00418-19,8,500 CANAL ST #2419,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 5:00,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,HISPANIC,MALE,42,2,Non-fatal,,Incident Report
A-00424-19,1,canal ST & BASIN ST,CLOSED,17F,FUGITIVE ATTACHMENT,1/1/2019 3:15,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,35,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-00427-19,5,2200 SAINT CLAUDE AV,OPEN,21P,LOST PROPERTY,1/1/2019 5:15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Supplemental Report
A-00434-20,1,700 S SALCEDO ST,OPEN,42,AGGRAVATED RAPE,1/1/2020 0:00,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,FEMALE,26,1,Non-fatal,,Incident Report
A-00435-19,8,400 BOURBON ST,CLOSED,43,SIMPLE RAPE,1/1/2019 4:00,14 43,THIRD DEGREE RAPE,BLACK,MALE,28,1,VICTIM,BLACK,FEMALE,23,1,Non-fatal,,Incident Report
A-00445-19,1,201 N GALVEZ ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/1/2019 2:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,44,1,Non-fatal,,Incident Report
A-00473-19,8,400 BOURBON ST,CLOSED,966,DRUG LAW VIOLATION,1/1/2019 5:30,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,28,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-00487-19,4,914 WAGNER ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 6:35,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,25,1,Non-fatal,,Incident Report
A-00490-19,8,CARONDELET ST & JULIA ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 6:37,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,41,1,Non-fatal,,Incident Report
A-00502-19,6,1617 FOUCHER ST #7,CLOSED,103F,DISTURBANCE (FIGHT),1/1/2019 6:50,NULL,NULL,WHITE,FEMALE,24,1,VICTIM,WHITE,FEMALE,23,1,Non-fatal,,Incident Report
A-00502-19,6,1617 FOUCHER ST #7,CLOSED,103F,DISTURBANCE (FIGHT),1/1/2019 6:50,54 403,DISTURBING THE PEACE,WHITE,MALE,22,2,VICTIM,WHITE,FEMALE,23,1,Non-fatal,,Incident Report
A-00502-19,6,1617 FOUCHER ST #7,CLOSED,103F,DISTURBANCE (FIGHT),1/1/2019 6:50,NULL,NULL,WHITE,MALE,22,2,WITNESS,WHITE,FEMALE,21,3,Non-fatal,,Incident Report
A-00502-19,6,1617 FOUCHER ST #7,CLOSED,103F,DISTURBANCE (FIGHT),1/1/2019 6:50,54 403,DISTURBING THE PEACE,WHITE,FEMALE,24,1,VICTIM,WHITE,MALE,22,2,Non-fatal,,Incident Report
A-00502-19,6,1617 FOUCHER ST #7,CLOSED,103F,DISTURBANCE (FIGHT),1/1/2019 6:50,NULL,NULL,WHITE,MALE,22,2,VICTIM,WHITE,MALE,22,2,Non-fatal,,Incident Report
A-00502-19,6,1617 FOUCHER ST #7,CLOSED,103F,DISTURBANCE (FIGHT),1/1/2019 6:50,NULL,NULL,WHITE,FEMALE,24,1,WITNESS,WHITE,FEMALE,21,3,Non-fatal,,Incident Report
A-00502-19,6,1617 FOUCHER ST #7,CLOSED,103F,DISTURBANCE (FIGHT),1/1/2019 6:50,NULL,NULL,WHITE,FEMALE,24,1,WITNESS,WHITE,MALE,26,4,Non-fatal,,Incident Report
A-00502-19,6,1617 FOUCHER ST #7,CLOSED,103F,DISTURBANCE (FIGHT),1/1/2019 6:50,NULL,NULL,WHITE,MALE,22,2,WITNESS,WHITE,MALE,26,4,Non-fatal,,Incident Report
A-00503-20,7,4201 MICHOUD BD,OPEN,62B,SIMPLE BURGLARY (BUSINESS),12/31/2019 22:00,NULL,NULL,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-00503-20,7,4201 MICHOUD BD,OPEN,62B,SIMPLE BURGLARY (BUSINESS),12/31/2019 22:00,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,WHITE,MALE,24,2,Non-fatal,,Incident Report
A-00504-20,8,615 BOURBON ST,OPEN,21P,LOST PROPERTY,12/31/2019 22:45,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,MALE,53,1,Non-fatal,,Incident Report
A-00518-19,7,8800 CURRAN BD,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 7:21,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,27,1,Non-fatal,,Incident Report
A-00518-19,7,8800 CURRAN BD,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 7:21,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,29,2,Non-fatal,,Incident Report
A-00533-19,2,4500 TCHOUPITOULAS ST,OPEN,67S,SHOPLIFTING,1/1/2019 7:40,NULL,NULL,BLACK,MALE,NULL,1,REPORTING PERSON,BLACK,MALE,30,1,Non-fatal,,Incident Report
A-00533-19,2,4500 TCHOUPITOULAS ST,OPEN,67S,SHOPLIFTING,1/1/2019 7:40,14 67,THEFT,BLACK,MALE,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-00533-19,2,4500 TCHOUPITOULAS ST,OPEN,67S,SHOPLIFTING,1/1/2019 7:40,NULL,NULL,BLACK,MALE,NULL,1,INTERVIEW,BLACK,FEMALE,NULL,1,Non-fatal,,Incident Report
A-00544-19,5,2600 URSULA SPENCER WY,CLOSED,21,MISCELLANEOUS INCIDENT,1/1/2019 8:08,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,FEMALE,26,1,Non-fatal,,Supplemental Report
A-00545-19,5,1900 ALLEN ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/1/2019 0:00,14 94,ILLEGAL USE OF WEAPONS,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,58,1,Non-fatal,,Incident Report
A-00545-19,5,1900 ALLEN ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/1/2019 0:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,58,1,Non-fatal,,Incident Report
A-00548-19,8,228 POYDRAS ST,OPEN,24,MEDICAL,1/1/2019 8:00,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,MALE,26,1,Non-fatal,,Incident Report
A-00552-19,6,704 HOWARD AV,CLOSED,67S,SHOPLIFTING,1/1/2019 8:23,54 186,THEFT,WHITE,FEMALE,58,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-00552-19,6,704 HOWARD AV,CLOSED,67S,SHOPLIFTING,1/1/2019 8:23,NULL,NULL,WHITE,FEMALE,58,1,REPORTING PERSON,BLACK,FEMALE,NULL,1,Non-fatal,,Incident Report
A-00552-19,6,704 HOWARD AV,CLOSED,67S,SHOPLIFTING,1/1/2019 8:23,54 188,POSSESSION OF STOLEN PROPERTY,WHITE,FEMALE,58,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-00554-19,8,811  IBERVILLE ST,OPEN,21P,LOST PROPERTY,1/1/2019 8:25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Supplemental Report
A-00559-19,8,S CLAIBORNE AV & GRAVIER ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 8:10,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,FEMALE,29,1,Non-fatal,,Incident Report
A-00559-19,8,S CLAIBORNE AV & GRAVIER ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 8:10,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,NULL,2,Non-fatal,,Incident Report
A-00559-20,4,2103 CONSTANCE ST,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,12/31/2019 15:30,14 67,THEFT,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,40,1,Non-fatal,,Incident Report
A-00562-19,7,5651 ARTHUR DR,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 8:50,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,28,1,Non-fatal,,Incident Report
A-00562-19,7,5651 ARTHUR DR,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 8:50,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,29,2,Non-fatal,,Incident Report
A-00583-18,8,700 BOURBON ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 7:35,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,FEMALE,23,1,Non-fatal,,Incident Report
A-00583-18,8,700 BOURBON ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 7:35,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,NULL,NULL,3,Non-fatal,,Incident Report
A-00583-18,8,700 BOURBON ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 7:35,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,MALE,39,2,Non-fatal,,Incident Report
A-00583-19,8,700 BOURBON ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 7:35,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,FEMALE,23,1,Non-fatal,,Incident Report
A-00583-19,8,700 BOURBON ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 7:35,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,MALE,NULL,3,Non-fatal,,Incident Report
A-00583-19,8,700 BOURBON ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 7:35,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,MALE,39,2,Non-fatal,,Incident Report
A-00584-19,8,711 TCHOUPITOULAS ST,OPEN,24,MEDICAL,1/1/2019 6:30,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,MALE,50,1,Non-fatal,,Incident Report
A-00584-19,8,711 TCHOUPITOULAS ST,OPEN,24,MEDICAL,1/1/2019 6:30,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,WHITE,MALE,43,1,Non-fatal,,Incident Report
A-00589-19,6,2100 PHILIP ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 0:30,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,80,1,Non-fatal,,Incident Report
A-00602-19,2,2200 FERN ST,OPEN,67A,AUTO THEFT,1/1/2019 0:30,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,MALE,NULL,1,VICTIM,WHITE,MALE,40,1,Non-fatal,,Supplemental Report
A-00604-20,8,DECATUR & SAINT PETER,OPEN,21P,LOST PROPERTY,1/1/2020 0:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,FEMALE,44,1,Non-fatal,,Incident Report
A-00613-19,8,811 IBERVILLE ST,CLOSED,67P,PICKPOCKET,1/1/2019 8:25,54 186,THEFT,BLACK,FEMALE,29,1,VICTIM,WHITE,MALE,43,1,Non-fatal,,Incident Report
A-00613-19,8,811 IBERVILLE ST,CLOSED,67P,PICKPOCKET,1/1/2019 8:25,NULL,NULL,BLACK,FEMALE,29,1,INTERVIEW,BLACK,FEMALE,35,1,Non-fatal,,Incident Report
A-00613-19,8,811 IBERVILLE ST,CLOSED,67P,PICKPOCKET,1/1/2019 8:25,NULL,NULL,BLACK,FEMALE,29,2,INTERVIEW,BLACK,FEMALE,35,1,Non-fatal,,Incident Report
A-00613-19,8,811 IBERVILLE ST,CLOSED,67P,PICKPOCKET,1/1/2019 8:25,54 188,POSSESSION OF STOLEN PROPERTY,BLACK,FEMALE,29,2,VICTIM,WHITE,MALE,43,1,Non-fatal,,Incident Report
A-00616-19,3,5601 CHATHAM DR,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 5:30,14 62,SIMPLE BURGLARY,UNKNOWN,NULL,NULL,1,VICTIM,BLACK,MALE,31,1,Non-fatal,,Incident Report
A-00618-19,2,4122 S JOHNSON ST #C,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 9:48,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,HISPANIC,FEMALE,31,1,Non-fatal,,Incident Report
A-00618-19,2,4122 S JOHNSON ST #C,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 9:48,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,HISPANIC,MALE,58,1,Non-fatal,,Incident Report
A-00622-19,4,2719 SOMERSET DR,CLOSED,56D,SIMPLE CRIMINAL DAMAGE (DOMESTIC),1/1/2019 9:50,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,FEMALE,38,1,VICTIM,BLACK,MALE,46,1,Non-fatal,,Supplemental Report
A-00629-19,8,1000 BARRACKS ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 4:46,14 62,SIMPLE BURGLARY,BLACK,MALE,NULL,1,VICTIM,WHITE,MALE,63,1,Non-fatal,,Supplemental Report
A-00631-19,7,7640 DALEWOOD RD,CLOSED,27-62R,ATTEMPTED SIMPLE BURGLARY (RESIDENCE),1/1/2019 10:01,14 (27) 62,ATTEMPT - SIMPLE BURGLARY,BLACK,MALE,42,1,VICTIM,BLACK,FEMALE,43,1,Non-fatal,,Incident Report
A-00631-19,7,7640 DALEWOOD RD,CLOSED,27-62R,ATTEMPTED SIMPLE BURGLARY (RESIDENCE),1/1/2019 10:01,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,42,1,VICTIM,BLACK,FEMALE,43,1,Non-fatal,,Incident Report
A-00631-19,7,7640 DALEWOOD RD,CLOSED,27-62R,ATTEMPTED SIMPLE BURGLARY (RESIDENCE),1/1/2019 10:01,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,42,1,VICTIM,BLACK,MALE,48,1,Non-fatal,,Incident Report
A-00631-19,7,7640 DALEWOOD RD,CLOSED,27-62R,ATTEMPTED SIMPLE BURGLARY (RESIDENCE),1/1/2019 10:01,NULL,NULL,BLACK,MALE,42,1,WITNESS,BLACK,FEMALE,50,1,Non-fatal,,Incident Report
A-00633-19,2,4841 TCHOUPITOULAS ST,CLOSED,21M,MISSING ADULT,1/1/2019 2:00,NULL,NULL,BLACK,FEMALE,22,1,REPORTING PERSON,BLACK,MALE,59,1,Non-fatal,,Supplemental Report
A-00635-19,6,2434 DELACHAISE ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 10:05,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,55,1,Non-fatal,,Incident Report
A-00635-19,6,2434 DELACHAISE ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 10:05,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,34,4,Non-fatal,,Incident Report
A-00635-19,6,2434 DELACHAISE ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 10:05,NULL,NULL,NULL,NULL,NULL,NULL,WITNESS,BLACK,MALE,53,2,Non-fatal,,Incident Report
A-00635-19,6,2434 DELACHAISE ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 10:05,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,79,3,Non-fatal,,Incident Report
A-00639-19,6,3942 LAUREL ST,CLOSED,67A,AUTO THEFT,1/1/2019 2:45,14 68,UNAUTHORIZED USE OF MOVABLE,BLACK,FEMALE,22,2,VICTIM,WHITE,MALE,27,1,Non-fatal,,Supplemental Report
A-00639-19,6,3942 LAUREL ST,CLOSED,67A,AUTO THEFT,1/1/2019 2:45,14 69.1,ILLEGAL POSSESSION OF STOLEN FIREARMS,BLACK,MALE,22,1,VICTIM,NULL,NULL,NULL,2,Non-fatal,,Supplemental Report
A-00639-19,6,3942 LAUREL ST,CLOSED,67A,AUTO THEFT,1/1/2019 2:45,14 68.4,UNAUTHORIZED USE OF A MOTOR VEHICLE,BLACK,MALE,22,1,VICTIM,WHITE,MALE,27,1,Non-fatal,,Supplemental Report
A-00639-19,6,3942 LAUREL ST,CLOSED,67A,AUTO THEFT,1/1/2019 2:45,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,MALE,22,1,VICTIM,WHITE,MALE,27,1,Non-fatal,,Supplemental Report
A-00639-19,6,3942 LAUREL ST,CLOSED,67A,AUTO THEFT,1/1/2019 2:45,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,FEMALE,22,2,VICTIM,WHITE,MALE,27,1,Non-fatal,,Supplemental Report
A-00639-19,6,3942 LAUREL ST,CLOSED,67A,AUTO THEFT,1/1/2019 2:45,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,22,1,VICTIM,NULL,NULL,NULL,2,Non-fatal,,Supplemental Report
A-00639-19,6,3942 LAUREL ST,CLOSED,67A,AUTO THEFT,1/1/2019 2:45,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,FEMALE,22,2,VICTIM,NULL,NULL,NULL,2,Non-fatal,,Supplemental Report
A-00644-19,4,3300 GARDEN OAKS DR,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 10:23,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,42,2,Non-fatal,,Incident Report
A-00644-19,4,3300 GARDEN OAKS DR,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 10:23,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,37,3,Non-fatal,,Incident Report
A-00644-19,4,3300 GARDEN OAKS DR,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 10:23,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,42,1,Non-fatal,,Incident Report
A-00651-19,1,1135 N BROAD ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 10:32,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,47,2,Non-fatal,,Incident Report
A-00651-19,1,1135 N BROAD ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 10:32,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,48,1,Non-fatal,,Incident Report
A-00656-19,8,334 ROYAL ST,CLOSED,966,DRUG LAW VIOLATION,1/1/2019 11:00,54 505,SIMPLE POSSESSION OF MARIJUANA AND/OR SYNTHETIC CANNABINOIDS,BLACK,FEMALE,29,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-00658-19,2,2600 DANTE ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/1/2019 5:15,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,73,1,Non-fatal,,Incident Report
A-00658-19,2,2600 DANTE ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/1/2019 5:15,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,64,2,Non-fatal,,Incident Report
A-00663-19,7,7001 BUNDY RD #C36,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/1/2019 10:45,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,55,1,Non-fatal,,Incident Report
A-00676-20,1,3228 IBERVILLE ST,OPEN,103,DISTURBANCE,12/31/2019 13:00,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,48,1,Non-fatal,,Incident Report
A-00676-20,1,3228 IBERVILLE ST,OPEN,103,DISTURBANCE,12/31/2019 13:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,35,1,Non-fatal,,Incident Report
A-00676-20,1,3228 IBERVILLE ST,OPEN,103,DISTURBANCE,12/31/2019 13:00,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,42,2,Non-fatal,,Incident Report
A-00677-19,7,6511 E HERMES ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/1/2019 11:05,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,64,1,Non-fatal,,Incident Report
A-00680-19,5,2400 TOURO ST,OPEN,67A,AUTO THEFT,1/1/2019 5:30,14 67.26,THEFT OF A MOTOR VEHICLE,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,41,1,Non-fatal,,Incident Report
A-00687-19,2,8 LA SALLE PL,OPEN,63,TRESPASSING,1/1/2019 11:07,14 63,CRIMINAL TRESPASS,WHITE,MALE,NULL,1,VICTIM,WHITE,MALE,45,1,Non-fatal,,Incident Report
A-00692-19,3,4600 PARIS AV,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 11:15,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,32,2,Non-fatal,,Incident Report
A-00692-19,3,4600 PARIS AV,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 11:15,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,31,1,Non-fatal,,Incident Report
A-00693-19,4,3671 BENNETT ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 11:15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Incident Report
A-00700-19,7,4830 AMERICA ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 12:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,55,1,Non-fatal,,Incident Report
A-00700-19,7,4830 AMERICA ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 12:00,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,15,2,Non-fatal,,Incident Report
A-00702-19,3,4900 MONTEGUT DR,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 11:30,14 62,SIMPLE BURGLARY,BLACK,MALE,NULL,1,VICTIM,WHITE,MALE,48,1,Non-fatal,,Incident Report
A-00702-19,3,4900 MONTEGUT DR,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 11:30,14 62,SIMPLE BURGLARY,BLACK,MALE,NULL,2,VICTIM,WHITE,MALE,48,1,Non-fatal,,Incident Report
A-00702-19,3,4900 MONTEGUT DR,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 11:30,NULL,NULL,BLACK,MALE,NULL,1,WITNESS,WHITE,MALE,34,2,Non-fatal,,Incident Report
A-00702-19,3,4900 MONTEGUT DR,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 11:30,NULL,NULL,BLACK,MALE,NULL,2,WITNESS,WHITE,MALE,34,2,Non-fatal,,Incident Report
A-00706-19,3,4301 CHEF MENTEUR HW,OPEN,103,DISTURBANCE,1/1/2019 11:35,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,35,1,Non-fatal,,Incident Report
A-00710-19,1,2200 DUMAINE ST,OPEN,35D,SIMPLE BATTERY (DOMESTIC),1/1/2019 9:30,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,FEMALE,32,1,Non-fatal,,Supplemental Report
A-00721-19,2,1200 ARABELLA ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 11:45,NULL,NULL,BLACK,NULL,NULL,1,VICTIM,WHITE,MALE,36,2,Non-fatal,,Incident Report
A-00721-19,2,1200 ARABELLA ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 11:45,14 62,SIMPLE BURGLARY,BLACK,NULL,NULL,1,VICTIM,WHITE,FEMALE,35,1,Non-fatal,,Incident Report
A-00721-19,2,1200 ARABELLA ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 11:45,14 62,SIMPLE BURGLARY,BLACK,NULL,NULL,2,VICTIM,WHITE,FEMALE,35,1,Non-fatal,,Incident Report
A-00721-19,2,1200 ARABELLA ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 11:45,14 62,SIMPLE BURGLARY,BLACK,NULL,NULL,3,VICTIM,WHITE,FEMALE,35,1,Non-fatal,,Incident Report
A-00721-19,2,1200 ARABELLA ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 11:45,14 62,SIMPLE BURGLARY,BLACK,NULL,NULL,4,VICTIM,WHITE,FEMALE,35,1,Non-fatal,,Incident Report
A-00721-19,2,1200 ARABELLA ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 11:45,NULL,NULL,BLACK,NULL,NULL,2,VICTIM,WHITE,MALE,36,2,Non-fatal,,Incident Report
A-00721-19,2,1200 ARABELLA ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 11:45,NULL,NULL,BLACK,NULL,NULL,3,VICTIM,WHITE,MALE,36,2,Non-fatal,,Incident Report
A-00721-19,2,1200 ARABELLA ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 11:45,NULL,NULL,BLACK,NULL,NULL,4,VICTIM,WHITE,MALE,36,2,Non-fatal,,Incident Report
A-00722-19,1,2600 LAPEYROUSE ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/1/2019 6:30,NULL,NULL,NULL,NULL,NULL,1,REPORTING PERSON,WHITE,MALE,27,1,Non-fatal,,Incident Report
A-00722-19,1,2600 LAPEYROUSE ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/1/2019 6:30,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-00725-19,5,3059 HIGGINS ST,OPEN,67,THEFT,1/1/2019 10:38,14 67,THEFT,BLACK,MALE,NULL,1,VICTIM,BLACK,MALE,31,1,Non-fatal,,Incident Report
A-00725-19,5,3059 HIGGINS ST,OPEN,67,THEFT,1/1/2019 10:38,14 63,CRIMINAL TRESPASS,BLACK,MALE,NULL,1,VICTIM,BLACK,MALE,31,1,Non-fatal,,Incident Report
